session_day,1,5,15,30,50,75,90,100
3,-0.05034225185712179,0.2694364587465922,0.681768516699473,0.7346516450246176,0.7485064665476481,0.7634470959504446,0.765103667974472,0.7543547451496124
7,0.1435218354066213,0.5511167546113332,0.7313495874404907,0.7656697630882263,0.7680459022521973,0.7761942744255066,0.7836508750915527,0.7513211766878763
11,0.20763922731081644,0.6998884975910187,0.7497855722904205,0.776311328013738,0.785753200451533,0.7773666282494863,0.7858017186323801,0.7769649624824524
15,-0.12429962555567424,0.27204320828119916,0.1200525164604187,0.5279314517974854,0.6319591800371805,0.5498222211996714,0.5455474356810252,0.5760179162025452
19,-0.17351273695627847,0.25321245193481445,0.6935025453567505,0.7823493977387747,0.7742128868897756,0.7665550609429678,0.763959934314092,0.7669495145479838
23,0.08901199698448181,-0.009048004945119223,0.36997432510058087,0.2780335148175557,0.37262003620465595,0.2824868857860565,0.36652785539627075,0.3772596816221873
